"","LN_IC50"
"13176",5.866901
"13177",5.994323
"13178",3.319469
"13179",4.790562
"13180",1.397818
"13181",4.1906075
"13182",3.29067
"13183",3.790046
"13184",2.210433
"13185",0.761447
"13186",5.643004
"13187",5.624299
"13188",3.85473
"13189",3.135401
"13190",5.705986
"13191",2.432976
"13192",5.040591
"13193",5.731522
"13194",3.599147
"13195",3.978962
"13196",3.148117
"13197",3.943091
"13198",5.690854
"13199",4.582385
"13200",4.375509
"13201",2.637138
"13202",5.260982
"13203",-2.820592
"13204",5.77393
"13205",-1.259781
"13206",5.147679
"13207",5.169473
"13208",4.837933
"13209",-0.366807
"13210",0.719532
"13211",3.000614
"13212",4.165251
"13213",5.204126
"13214",5.752707
"13215",0.913978
"13216",6.114295
"13217",3.663358
"13218",3.959135
"13219",5.509906
"13220",2.543368
"13221",2.434909
"13222",4.564759
"13223",4.350013
"13224",5.658219
"13225",2.898907
"13226",1.228953
"13227",5.3767525
"13228",4.939174
"13229",-2.963612
"13230",3.513934
"13231",3.891322
"13232",-0.4151
"13233",4.512147
"13234",2.354613
"13235",5.53547
"13236",1.331608
"13237",5.178935
"13238",-1.465871
"13239",3.125776
"13240",2.277932
"13241",4.187968
"13242",-1.956906
"13243",5.724914
"13244",4.824051
"13245",-0.737768
"13246",5.293195
"13247",3.35061
"13248",1.61553
"13249",2.93779
"13250",-5.407185
"13251",4.01335
"13252",2.954148
"13253",-2.200657
"13254",4.996274
"13255",4.707866
"13256",0.542573
"13257",1.343288
"13258",6.610585
"13259",1.806016
"13260",0.913017
"13261",0.155515
"13262",2.4402295
"13263",4.960108
"13264",2.55069
"13265",3.233199
"13266",5.681469
"13267",3.257275
"13268",-3.705056
"13269",-2.670045
"13270",-3.973961
"13271",1.453478
"13272",2.23423
"13273",3.451931
"13274",3.706521
"13275",5.719435
"13276",4.83518
"13277",3.565783
"13278",5.664092
"13279",2.655016
"13280",2.733514
"13281",6.470157
"13282",2.923366
"13283",3.820129
"13284",1.758796
"13285",1.21775
"13286",4.79877
"13287",4.01631
"13288",3.231761
"13289",3.278461
"13290",3.967749
"13291",3.190372
"13292",2.366646
"13293",2.596369
"13294",4.63952
"13295",3.208455
"13296",2.888946
"13297",1.609061
"13298",1.835904
"13299",-2.068316
"13300",2.530551
"13301",1.654997
"13302",-5.992494
"13303",5.203915
"13304",3.082739
"13305",0.956393
"13306",2.600474
"13307",4.807109
"13308",2.887244
"13309",1.149955
"13310",-3.744056
"13311",0.005494
"13312",0.214295
"13313",6.937585
"13314",2.018401
"13315",4.505269
"13316",3.730537
"13317",5.599701
"13318",4.174443
"13319",5.148219
"13320",5.651814
"13321",-3.3372995
"13322",-1.312074
"13323",2.435756
"13324",3.337766
"13325",-2.939032
"13326",-2.607413
"13327",6.432533
"13328",2.573244
"13329",3.524154
"13330",-1.262971
"13331",5.428196
"13332",4.495796
"13333",0.956174
"13334",5.237369
"13335",1.254859
"13336",4.45326
"13337",2.50128
"13338",1.907038
"13339",4.836557
"13340",0.504056
"13341",3.665448
"13342",5.095707
"13343",3.245804
"13344",2.369018
"13345",3.987944
"13346",1.337838
"13347",5.631766
"13348",4.948696
"13349",3.102478
"13350",3.667217
"13351",2.299557
"13352",2.961735
"13353",1.541358
"13354",4.745026
"13355",5.477616
"13356",3.949766
"13357",4.78027
"13358",-0.182059
"13359",5.869142
"13360",-0.89069
"13361",3.492504
"13362",5.891648
"13363",5.438142
"13364",4.679204
"13365",1.170228
"13366",2.958657
"13367",2.643629
"13368",5.041186
"13369",5.851922
"13370",4.063839
"13371",6.527528
"13372",4.135342
"13373",5.620237
"13374",5.130095
"13375",1.897817
"13376",1.068619
"13377",4.647475
"13378",5.281972
"13379",5.158679
"13380",1.590912
"13381",-0.301543
"13382",5.9204535
"13383",5.424977
"13384",-0.312367
"13385",5.19494
"13386",4.641935
"13387",2.167535
"13388",4.549618
"13389",-0.943953
"13390",5.245919
"13391",1.258373
"13392",5.702762
"13393",-0.024531
"13394",6.860162
"13395",2.914608
"13396",3.671162
"13397",-3.052787
"13398",4.692423
"13399",4.298887
"13400",2.098196
"13401",3.577993
"13402",2.416373
"13403",2.47635
"13404",5.448547
"13405",-3.183348
"13406",4.58495
"13407",2.93952
"13408",-4.21757
"13409",4.40886
"13410",2.998145
"13411",2.88778
"13412",1.68162
"13413",6.789859
"13414",4.215666
"13415",1.304731
"13416",1.706497
"13417",3.377107
"13418",3.334842
"13419",2.46069
"13420",4.098163
"13421",5.22902
"13422",2.881639
"13423",-2.580986
"13424",0.750007
"13425",-2.843234
"13426",2.93053
"13427",3.964639
"13428",3.128183
"13429",4.645975
"13430",3.103493
"13431",4.536323
"13432",4.669929
"13433",3.901727
"13434",2.289439
"13435",4.187266
"13436",4.323227
"13437",2.503552
"13438",3.967531
"13439",2.112227
"13440",4.752543
"13441",4.166587
"13442",3.779508
"13443",1.752885
"13444",4.404476
"13445",5.11803
"13446",2.647479
"13447",1.882303
"13448",2.324625
"13449",4.930068
"13450",1.757152
"13451",1.046496
"13452",2.537889
"13453",0.548438
"13454",0.559948
"13455",5.079507
"13456",1.879248
"13457",5.218834
"13458",4.036782
"13459",3.517579
"13460",1.307903
"13461",5.381287
"13462",5.309423
"13463",3.708046
"13464",2.019378
"13465",-4.284004
"13466",1.569097
"13467",-2.798417
"13468",6.014518
"13469",1.707396
"13470",2.771309
"13471",3.842902
"13472",5.167796
"13473",2.149964
"13474",4.899337
"13475",4.777687
"13476",-3.057358
"13477",-2.568284
"13478",2.429879
"13479",-0.55152
"13480",-3.152436
"13481",-1.4129335
"13482",5.520139
"13483",4.486472
"13484",3.836832
"13485",-0.672178
"13486",4.361364
"13487",5.640931
"13488",1.949922
"13489",5.887574
"13490",0.674256
"13491",4.027918
"13492",3.030364
"13493",2.242448
"13494",-4.43943
"13495",2.193307
"13496",3.788873
"13497",4.837177
"13498",4.472527
"13499",1.723632
"13500",4.579118
"13501",4.074768
"13502",3.652999
"13503",4.336029
"13504",5.404168
"13505",2.62795
"13506",3.076386
"13507",3.689474
"13508",5.117779
"13509",4.62107
"13510",2.672348
"13511",4.526488
"13512",5.772561
"13513",1.549368
"13514",4.869384
"13515",-1.629421
"13516",5.279665
"13517",5.383543
"13518",4.714556
"13519",-0.277504
"13520",0.764639
"13521",4.502752
"13522",4.541573
"13523",3.947928
"13524",3.193156
"13525",1.405467
"13526",6.060708
"13527",2.892243
"13528",5.007906
"13529",2.455122
"13530",4.13795
"13531",2.656055
"13532",3.068709
"13533",3.495677
"13534",2.674007
"13535",3.37077
"13536",3.7477975
"13537",4.433889
"13538",-3.528908
"13539",3.648417
"13540",3.994179
"13541",1.258749
"13542",1.021547
"13543",0.83959
"13544",5.378733
"13545",2.019927
"13546",4.680909
"13547",0.164779
"13548",5.802257
"13549",4.173807
"13550",3.650207
"13551",-4.355451
"13552",5.154328
"13553",4.9797
"13554",0.004365
"13555",3.518273
"13556",3.09352
"13557",1.253466
"13558",3.099316
"13559",-1.96702
"13560",4.065703
"13561",2.001938
"13562",-1.555254
"13563",3.897433
"13564",3.558484
"13565",2.720371
"13566",2.540862
"13567",6.474311
"13568",1.418711
"13569",-1.680607
"13570",-0.822574
"13571",2.5290915
"13572",5.367034
"13573",4.4142725
"13574",3.340864
"13575",5.488499
"13576",2.920977
"13577",-4.018335
"13578",-0.591072
"13579",-3.46222
"13580",2.852949
"13581",1.631028
"13582",2.571952
"13583",5.346174
"13584",4.034143
"13585",4.176129
"13586",5.378546
"13587",4.15721
"13588",3.579751
"13589",3.646254
"13590",3.884478
"13591",2.637498
"13592",3.996523
"13593",1.828133
"13594",1.9347
"13595",2.902817
"13596",2.559493
"13597",0.474543
"13598",4.188539
"13599",4.462424
"13600",4.780148
"13601",2.051428
"13602",0.346583
"13603",4.849488
"13604",4.295506
"13605",0.696267
"13606",2.580818
"13607",1.905907
"13608",1.378226
"13609",2.56503
"13610",1.660287
"13611",1.897053
"13612",2.604789
"13613",1.100859
"13614",0.020726
"13615",2.207736
"13616",4.417403
"13617",4.54755
"13618",2.396929
"13619",-4.99068
"13620",0.046519
"13621",-3.689053
"13622",5.249159
"13623",1.745304
"13624",2.166243
"13625",1.485303
"13626",4.09959
"13627",0.134857
"13628",4.897318
"13629",4.823234
"13630",-4.1763
"13631",-2.915821
"13632",3.344003
"13633",-0.159879
"13634",-3.767095
"13635",-5.655695
"13636",1.853454
"13637",2.456932
"13638",2.844317
"13639",-2.092106
"13640",4.59612
"13641",5.198482
"13642",2.305121
"13643",5.311623
"13644",-0.2293
"13645",2.693655
"13646",1.12702
"13647",3.287257
"13648",-5.071554
"13649",-0.647998
"13650",3.246507
"13651",4.483433
"13652",3.242038
"13653",2.562065
"13654",4.083295
"13655",3.811244
"13656",4.010347
"13657",4.88139
"13658",3.061456
"13659",1.341064
"13660",2.608377
"13661",3.940627
"13662",4.87159
"13663",4.708927
"13664",2.606826
"13665",3.29184
"13666",4.847126
"13667",-3.382716
"13668",3.882705
"13669",-1.814826
"13670",3.169051
"13671",4.934087
"13672",4.593451
"13673",-1.811687
"13674",-0.322166
"13675",3.299977
"13676",2.767292
"13677",3.429582
"13678",4.755272
"13679",1.947642
"13680",5.572947
"13681",1.613493
"13682",4.910962
"13683",4.340904
"13684",2.400431
"13685",0.959298
"13686",2.873898
"13687",3.678034
"13688",0.945111
"13689",3.674976
"13690",4.034686
"13691",2.932789
"13692",-4.446455
"13693",3.396636
"13694",3.444042
"13695",1.132449
"13696",3.676114
"13697",-1.308827
"13698",4.778859
"13699",0.751389
"13700",5.082408
"13701",-2.035898
"13702",3.018142
"13703",3.078175
"13704",3.103689
"13705",-3.322943
"13706",4.7684
"13707",4.837147
"13708",-0.150259
"13709",3.975685
"13710",0.134396
"13711",3.089128
"13712",3.757588
"13713",-5.947793
"13714",2.720431
"13715",1.884666
"13716",-2.454969
"13717",1.637867
"13718",2.295134
"13719",1.795465
"13720",1.053599
"13721",4.820789
"13722",-2.121747
"13723",-1.32116
"13724",0.548222
"13725",2.663833
"13726",2.885366
"13727",3.169106
"13728",4.225986
"13729",3.694502
"13730",1.290689
"13731",-5.106374
"13732",-4.468817
"13733",-5.346861
"13734",0.580137
"13735",2.86061
"13736",1.87548
"13737",3.597642
"13738",2.535746
"13739",3.730465
"13740",4.655545
"13741",4.747051
"13742",0.290504
"13743",3.239671
"13744",4.583787
"13745",2.284618
"13746",-0.396554
"13747",-0.359953
"13748",3.70255
"13749",4.354036
"13750",4.104972
"13751",1.099707
"13752",2.400347
"13753",5.184048
"13754",5.694147
"13755",2.827988
"13756",1.309192
"13757",5.519996
"13758",5.61277
"13759",2.521846
"13760",1.610904
"13761",4.204413
"13762",1.309165
"13763",3.737755
"13764",1.526902
"13765",1.996566
"13766",3.005003
"13767",3.064124
"13768",1.93343
"13769",2.842384
"13770",5.40711
"13771",5.125065
"13772",2.614477
"13773",-4.290168
"13774",1.680067
"13775",-0.594718
"13776",6.777653
"13777",2.874454
"13778",4.667906
"13779",3.635749
"13780",5.708502
"13781",2.993304
"13782",4.169251
"13783",5.639543
"13784",-2.439319
"13785",0.833276
"13786",-3.009229
"13787",-0.871471
"13788",-1.623933
"13789",-3.820445
"13790",-3.969617
"13791",4.178951
"13792",3.135115
"13793",2.606783
"13794",0.535235
"13795",4.795453
"13796",5.56651
"13797",1.864847
"13798",5.209077
"13799",1.600694
"13800",4.431579
"13801",3.226494
"13802",2.281984
"13803",3.076756
"13804",2.069522
"13805",5.674706
"13806",5.076629
"13807",3.145226
"13808",2.976998
"13809",5.578165
"13810",2.840012
"13811",4.460555
"13812",4.543193
"13813",4.784544
"13814",4.477087
"13815",1.888736
"13816",1.935289
"13817",3.956952
"13818",3.742141
"13819",3.828027
"13820",3.058283
"13821",5.131572
"13822",-3.426834
"13823",5.486088
"13824",-1.311023
"13825",4.413664
"13826",5.544453
"13827",3.595459
"13828",1.977736
"13829",2.629825
"13830",3.661461
"13831",4.251022
"13832",4.05211
"13833",5.08076
"13834",5.03965
"13835",6.210295
"13836",4.557059
"13837",3.432004
"13838",5.502066
"13839",3.872183
"13840",1.166647
"13841",3.596266
"13842",5.337157
"13843",1.095089
"13844",1.963666
"13845",5.883296
"13846",5.57509
"13847",-0.463329
"13848",5.014528
"13849",5.571251
"13850",-1.151639
"13851",4.62826
"13852",4.126672
"13853",5.5635
"13854",0.433237
"13855",4.808878
"13856",-0.779783
"13857",3.803828
"13858",1.842837
"13859",5.642122
"13860",-0.802484
"13861",4.948556
"13862",4.544135
"13863",0.007837
"13864",0.744362
"13865",3.2778
"13866",1.389061
"13867",2.297123
"13868",-4.078942
"13869",4.225138
"13870",2.704245
"13871",-1.89732
"13872",4.885369
"13873",4.376709
"13874",0.922024
"13875",1.704893
"13876",5.642707
"13877",0.092903
"13878",0.542012
"13879",0.450331
"13880",1.6248115
"13881",3.504904
"13882",2.4338645
"13883",4.901081
"13884",5.466297
"13885",2.494433
"13886",-2.563159
"13887",-1.18551
"13888",-2.697934
"13889",2.945155
"13890",2.045729
"13891",3.949744
"13892",2.488668
"13893",3.950343
"13894",4.667817
"13895",3.010745
"13896",3.395175
"13897",4.035359
"13898",4.099573
"13899",3.950082
"13900",3.343574
"13901",1.58375
"13902",2.536063
"13903",4.869708
"13904",3.206607
"13905",5.135294
"13906",2.889733
"13907",2.225478
"13908",2.544901
"13909",3.752872
"13910",2.377439
"13911",1.985116
"13912",-0.24788
"13913",3.305373
"13914",4.865219
"13915",1.101031
"13916",-4.982809
"13917",0.804515
"13918",-2.781912
"13919",1.584531
"13920",3.311262
"13921",4.980733
"13922",0.123661
"13923",4.228684
"13924",-4.651199
"13925",-2.250926
"13926",-5.932261
"13927",1.483111
"13928",-5.441238
"13929",-1.035915
"13930",4.271578
"13931",5.390074
"13932",3.054858
"13933",1.250732
"13934",2.647404
"13935",3.465848
"13936",-2.326716
"13937",0.152596
"13938",5.244791
"13939",3.39493
"13940",4.7899
"13941",3.231504
"13942",2.815297
"13943",1.387363
"13944",2.918126
"13945",5.151171
"13946",3.993005
"13947",5.00047
"13948",-3.191229
"13949",-1.271589
"13950",4.01726
"13951",5.179361
"13952",1.392693
"13953",2.756035
"13954",2.801286
"13955",2.274375
"13956",2.791977
"13957",0.675581
"13958",1.600036
"13959",4.42451
"13960",1.37766
"13961",3.571786
"13962",5.338111
"13963",-3.535599
"13964",2.968795
"13965",-0.36284
"13966",3.74959
"13967",1.419222
"13968",1.277072
"13969",4.820339
"13970",3.201492
"13971",-2.166566
"13972",4.943953
"13973",3.088169
"13974",1.949779
"13975",-2.782736
"13976",2.256644
"13977",-3.350329
"13978",2.568851
"13979",3.113071
"13980",1.597924
"13981",0.095011
"13982",6.079867
"13983",-0.061512
"13984",2.5169065
"13985",2.145576
"13986",1.868125
"13987",4.221212
"13988",2.06911
"13989",-4.49682
"13990",-3.705102
"13991",1.755351
"13992",2.734389
"13993",1.497513
"13994",4.365518
"13995",4.116343
"13996",1.850352
"13997",3.921004
"13998",0.206022
"13999",0.289768
"14000",1.477858
"14001",2.435575
"14002",4.015786
"14003",4.676373
"14004",-2.557623
"14005",2.64645
"14006",4.207138
"14007",1.994993
"14008",1.830332
"14009",0.343288
"14010",4.253995
"14011",2.350207
"14012",1.128618
"14013",2.522884
"14014",0.41688
"14015",2.953344
"14016",1.574755
"14017",1.414368
"14018",1.845513
"14019",1.32594
"14020",0.732654
"14021",-0.662024
"14022",2.227831
"14023",3.629843
"14024",2.527321
"14025",1.01267
"14026",-4.923598
"14027",0.424004
"14028",-5.109751
"14029",5.983657
"14030",1.525459
"14031",-0.437362
"14032",1.762407
"14033",4.3987
"14034",-2.910033
"14035",4.851019
"14036",1.813707
"14037",-5.200298
"14038",-2.851514
"14039",3.114563
"14040",1.522007
"14041",-3.715164
"14042",-6.133711
"14043",3.345611
"14044",1.412975
"14045",4.765681
"14046",-3.154563
"14047",4.215615
"14048",4.88978
"14049",1.653376
"14050",2.656394
"14051",-0.271345
"14052",3.593708
"14053",1.290422
"14054",3.088509
"14055",-5.020614
"14056",-0.409176
"14057",3.322558
"14058",4.286028
"14059",2.547254
"14060",2.646251
"14061",3.354318
"14062",3.726347
"14063",4.072568
"14064",4.426222
"14065",2.820731
"14066",-0.31505
"14067",2.279291
"14068",2.319185
"14069",4.961361
"14070",4.597746
"14071",4.975526
"14072",1.06539
"14073",4.13712
"14074",-3.044577
"14075",4.960383
"14076",-1.585093
"14077",2.887985
"14078",4.18373
"14079",4.51696
"14080",-4.289958
"14081",-1.043082
"14082",2.395709
"14083",1.601989
"14084",4.775883
"14085",4.961361
"14086",-0.034106
"14087",4.523495
"14088",2.052492
"14089",0.279837
"14090",4.353881
"14091",1.024939
"14092",1.472478
"14093",4.930743
"14094",0.574785
"14095",1.688423
"14096",3.369678
"14097",2.9836065
"14098",3.504524
"14099",-5.325333
"14100",1.505626
"14101",3.0966
"14102",1.008517
"14103",2.592913
"14104",-2.030453
"14105",4.950617
"14106",0.396847
"14107",3.384809
"14108",-2.271312
"14109",5.082229
"14110",1.940205
"14111",2.003739
"14112",-3.81416
"14113",3.855492
"14114",4.961361
"14115",-2.336737
"14116",5.049021
"14117",2.116361
"14118",3.194573
"14119",4.933822
"14120",-5.939171
"14121",3.730431
"14122",2.226466
"14123",-3.842313
"14124",-4.654166
"14125",3.291044
"14126",0.40858
"14127",0.219982
"14128",5.106178
"14129",-2.947785
"14130",-4.201769
"14131",2.336205
"14132",2.132036
"14133",1.500213
"14134",2.599707
"14135",1.211215
"14136",3.326614
"14137",0.903386
"14138",-5.162206
"14139",-5.178777
"14140",-5.395842
"14141",0.839598
"14142",3.740556
"14143",0.433955
"14144",2.469768
"14145",3.142458
"14146",3.583011
"14147",2.342982
"14148",4.002452
"14149",0.224983
"14150",2.404768
"14151",6.797381
"14152",6.965028
"14153",2.326703
"14154",4.218553
"14155",4.797429
"14156",4.626709
"14157",3.451436
"14158",4.594336
"14159",5.222223
"14160",1.186843
"14161",1.670886
"14162",2.911333
"14163",-1.183723
"14164",5.540779
"14165",4.910379
"14166",-2.567593
"14167",6.837537
"14168",4.60415
"14169",5.759272
"14170",-1.966268
"14171",-0.803936
"14172",-1.728402
"14173",-0.147799
"14174",3.027976
"14175",1.436702
"14176",3.955193
"14177",5.370432
"14178",5.205871
"14179",5.811645
"14180",5.454255
"14181",2.86422
"14182",4.89911
"14183",4.931173
"14184",2.983287
"14185",4.678623
"14186",5.926595
"14187",2.564183
"14188",3.608923
"14189",5.642663
"14190",5.61083
"14191",4.583485
"14192",4.518283
"14193",1.841007
"14194",4.813707
"14195",4.475274
"14196",2.910924
"14197",4.68987
"14198",5.038427
"14199",6.526934
"14200",4.361216
"14201",-0.531448
"14202",3.724297
"14203",5.900802
"14204",3.7152
"14205",5.0773125
"14206",5.614224
"14207",-1.673743
"14208",5.542367
"14209",2.909027
"14210",-0.066825
"14211",3.208524
"14212",4.710555
"14213",5.097937
"14214",5.57604
"14215",-0.475816
"14216",5.417607
"14217",1.079998
"14218",1.379334
"14219",4.474202
"14220",3.551931
"14221",0.706671
"14222",0.384208
"14223",3.85201
"14224",4.600826
"14225",-2.183395
"14226",4.627227
"14227",2.137872
"14228",4.558342
"14229",4.353713
"14230",7.038605
"14231",2.558756
"14232",6.672649
"14233",0.680979
"14234",5.567001
"14235",5.652159
"14236",4.95172
"14237",2.247596
"14238",4.96873
"14239",3.634805
"14240",3.197566
"14241",2.954988
"14242",2.24826
"14243",6.090066
"14244",4.281532
"14245",2.078587
"14246",1.808766
"14247",4.456172
"14248",2.994573
"14249",4.383389
"14250",3.32597
"14251",2.868662
"14252",6.086148
"14253",2.919898
"14254",0.441223
"14255",3.150511
"14256",4.668328
"14257",5.286649
"14258",2.398597
"14259",-2.621076
"14260",1.716634
"14261",-2.863123
"14262",6.944781
"14263",2.006985
"14264",3.633211
"14265",4.070267
"14266",5.9242
"14267",1.545932
"14268",4.8937
"14269",2.744262
"14270",-2.6929
"14271",-0.529629
"14272",-0.217961
"14273",1.82419
"14274",-0.496373
"14275",-3.2074855
"14276",6.070659
"14277",3.65611
"14278",4.545286
"14279",0.086927
"14280",6.072389
"14281",5.881843
"14282",1.326556
"14283",4.299361
"14284",1.532213
"14285",4.463021
"14286",3.610472
"14287",2.042296
"14288",-0.904876
"14289",1.098591
"14290",4.744339
"14291",4.888243
"14292",3.485109
"14293",3.564152
"14294",4.711777
"14295",3.363485
"14296",5.31321
"14297",2.459957
"14298",5.490538
"14299",2.843555
"14300",3.625705
"14301",2.782811
"14302",5.417715
"14303",5.778664
"14304",5.654835
"14305",5.139241
"14306",4.006251
"14307",-2.860625
"14308",5.744795
"14309",-0.698868
"14310",5.690694
"14311",5.941505
"14312",5.609756
"14313",1.476514
"14314",1.180218
"14315",4.925832
"14316",1.832227
"14317",5.443467
"14318",5.896801
"14319",2.967011
"14320",6.522448
"14321",4.849576
"14322",5.674139
"14323",5.558332
"14324",2.772221
"14325",1.859608
"14326",5.085859
"14327",4.30488
"14328",1.00132
"14329",3.180006
"14330",6.12631
"14331",5.373051
"14332",-0.034832
"14333",4.518823
"14334",4.114115
"14335",-0.081624
"14336",4.907538
"14337",1.397164
"14338",4.857752
"14339",1.01531
"14340",4.169204
"14341",-0.178962
"14342",7.032957
"14343",3.565201
"14344",2.882191
"14345",-3.220333
"14346",5.842428
"14347",5.255114
"14348",0.614539
"14349",2.456895
"14350",2.694194
"14351",2.169388
"14352",3.565131
"14353",-4.53174
"14354",4.730755
"14355",2.71399
"14356",-4.115398
"14357",3.210268
"14358",4.557782
"14359",2.433284
"14360",1.552547
"14361",6.976436
"14362",0.337169
"14363",0.727049
"14364",-0.679895
"14365",2.4640085
"14366",2.419113
"14367",3.9030895
"14368",4.171485
"14369",2.968469
"14370",2.922127
"14371",-2.509724
"14372",-1.558411
"14373",-3.979474
"14374",2.928108
"14375",2.196108
"14376",3.358844
"14377",3.767951
"14378",3.472319
"14379",4.173817
"14380",2.753428
"14381",5.076743
"14382",3.857509
"14383",3.901698
"14384",4.28185
"14385",3.811658
"14386",6.531931
"14387",1.960222
"14388",3.456602
"14389",5.850392
"14390",4.839365
"14391",-0.354987
"14392",4.223805
"14393",5.6863
"14394",5.57777
"14395",3.523884
"14396",1.190838
"14397",6.143522
"14398",6.106357
"14399",4.20382
"14400",2.7926
"14401",2.832543
"14402",0.727579
"14403",4.33541
"14404",2.801549
"14405",2.89672
"14406",2.294351
"14407",1.236331
"14408",-0.765276
"14409",5.624593
"14410",5.898595
"14411",2.991992
"14412",2.788658
"14413",-5.276203
"14414",0.040587
"14415",-2.487864
"14416",6.046492
"14417",2.969843
"14418",3.77345
"14419",2.163434
"14420",5.745185
"14421",1.00063
"14422",5.736791
"14423",5.49603
"14424",-3.151345
"14425",-1.464615
"14426",-4.444836
"14427",2.077754
"14428",0.96309
"14429",-3.361974
"14430",-3.36972
"14431",3.09607
"14432",2.006516
"14433",4.566179
"14434",-0.465989
"14435",4.359389
"14436",4.808343
"14437",3.863918
"14438",5.295618
"14439",1.369641
"14440",4.103366
"14441",1.832627
"14442",4.185067
"14443",2.908678
"14444",1.158042
"14445",3.553908
"14446",5.64602
"14447",5.678388
"14448",3.140535
"14449",4.469011
"14450",2.286308
"14451",4.991466
"14452",5.96416
"14453",5.614576
"14454",2.550617
"14455",1.823198
"14456",4.997869
"14457",3.563363
"14458",4.76936
"14459",3.639901
"14460",3.390735
"14461",5.502534
"14462",-2.584996
"14463",5.81832
"14464",-2.159868
"14465",4.288592
"14466",5.978586
"14467",3.655623
"14468",-0.453452
"14469",-0.271839
"14470",4.333467
"14471",1.602028
"14472",5.418068
"14473",5.879239
"14474",2.943749
"14475",6.278506
"14476",3.851233
"14477",2.825327
"14478",5.56748
"14479",4.967664
"14480",1.187044
"14481",5.925663
"14482",5.329007
"14483",3.556772
"14484",2.167345
"14485",5.539966
"14486",5.311324
"14487",-3.100319
"14488",2.679671
"14489",3.956065
"14490",-1.883866
"14491",4.219077
"14492",2.374191
"14493",5.854205
"14494",2.03013
"14495",5.552423
"14496",-1.580507
"14497",2.316767
"14498",3.985085
"14499",4.401789
"14500",-0.852747
"14501",3.986323
"14502",5.067607
"14503",0.085788
"14504",4.852505
"14505",3.287477
"14506",0.152268
"14507",1.513481
"14508",-3.399931
"14509",2.668426
"14510",3.155376
"14511",-2.130145
"14512",4.393798
"14513",4.29109
"14514",3.530222
"14515",-0.479074
"14516",6.733074
"14517",0.449777
"14518",-1.303946
"14519",-1.935449
"14520",1.3411635
"14521",3.063
"14522",4.099603
"14523",2.314307
"14524",5.207289
"14525",2.962531
"14526",-4.625945
"14527",-1.732286
"14528",-2.64371
"14529",1.145152
"14530",3.419609
"14531",1.004639
"14532",5.361315
"14533",4.304585
"14534",5.634284
"14535",5.432326
"14536",3.128877
"14537",1.485421
"14538",4.368433
"14539",4.136605
"14540",2.573363
"14541",5.770319
"14542",1.990983
"14543",2.566715
"14544",5.358814
"14545",5.096747
"14546",1.955518
"14547",3.011492
"14548",3.859773
"14549",3.111102
"14550",2.162422
"14551",1.873497
"14552",4.987259
"14553",5.071962
"14554",2.065102
"14555",3.728234
"14556",4.293496
"14557",2.42643
"14558",2.678811
"14559",2.149205
"14560",1.279939
"14561",4.587277
"14562",3.112845
"14563",0.358492
"14564",2.720442
"14565",4.966906
"14566",4.324164
"14567",3.233948
"14568",-4.593509
"14569",1.437199
"14570",-1.914554
"14571",4.600579
"14572",1.969096
"14573",3.404244
"14574",2.854364
"14575",5.735848
"14576",2.239561
"14577",3.506639
"14578",5.747714
"14579",-3.924567
"14580",-1.763816
"14581",-4.468395
"14582",-0.115923
"14583",2.202274
"14584",-3.200784
"14585",-3.386067
"14586",2.104028
"14587",3.067983
"14588",2.683872
"14589",-1.166236
"14590",5.529321
"14591",5.940163
"14592",3.673036
"14593",4.224877
"14594",0.727464
"14595",3.678898
"14596",3.16236
"14597",4.020658
"14598",1.241554
"14599",0.542397
"14600",4.952574
"14601",5.19741
"14602",4.776892
"14603",3.157112
"14604",5.901598
"14605",2.966932
"14606",4.392078
"14607",4.593484
"14608",3.681848
"14609",3.211557
"14610",2.914497
"14611",4.027927
"14612",4.43119
"14613",5.975981
"14614",5.787054
"14615",4.166627
"14616",6.14027
"14617",-3.674211
"14618",5.706492
"14619",-1.375798
"14620",5.20099
"14621",5.374116
"14622",5.168195
"14623",1.035954
"14624",0.870605
"14625",3.016642
"14626",3.99416
"14627",5.615904
"14628",5.262141
"14629",0.945332
"14630",5.780618
"14631",4.608606
"14632",3.390875
"14633",4.79926
"14634",2.184073
"14635",0.590797
"14636",5.520799
"14637",4.774603
"14638",2.942034
"14639",2.32209
"14640",5.021074
"14641",5.367303
"14642",-2.319872
"14643",3.903458
"14644",3.141523
"14645",1.540247
"14646",3.96257
"14647",2.983412
"14648",4.398875
"14649",1.154963
"14650",4.54159
"14651",-0.972634
"14652",2.3599
"14653",2.230334
"14654",3.523757
"14655",-1.785562
"14656",5.681467
"14657",3.966944
"14658",-0.208426
"14659",4.46703
"14660",2.796808
"14661",2.752712
"14662",4.365288
"14663",-5.273956
"14664",1.810096
"14665",3.798698
"14666",-4.010027
"14667",3.563305
"14668",4.354348
"14669",2.311436
"14670",1.104398
"14671",6.31983
"14672",1.077353
"14673",0.866677
"14674",1.831632
"14675",3.681114
"14676",2.597008
"14677",2.822559
"14678",4.793625
"14679",5.955839
"14680",2.140104
"14681",-4.244697
"14682",-2.42133
"14683",-1.968325
"14684",2.007477
"14685",3.856454
"14686",2.526153
"14687",2.284114
"14688",2.908836
"14689",5.466067
"14690",1.848169
"14691",3.163121
"14692",2.810583
"14693",2.870422
"14694",5.664506
"14695",3.3952
"14696",5.905239
"14697",2.016491
"14698",3.365178
"14699",4.695387
"14700",4.705611
"14701",1.675978
"14702",4.501947
