,ATTX.CRPC.102,ATTX.CRPC.107,ATTX.CRPC.29,ATTX.CRPC.35,ATTX.CRPC.36,ATTX.CRPC.43,ATTX.CRPC.47,ATTX.CRPC.78,ATTX.CRPC.81,ATTX.CRPC.89,ATTX.ENZR.100,ATTX.ENZS.101,ATTX.ENZR.103,ATTX.ENZR.104,ATTX.ENZR.105,ATTX.ENZS.106,ATTX.ENZS.17,ATTX.ENZR.21,ATTX.ENZR.23,ATTX.ENZS.28,ATTX.ENZR.33,ATTX.ENZS.45,ATTX.ENZS.49,ATTX.ENZS.56,ATTX.ENZS.57,ATTX.ENZS.6,ATTX.ENZR.64,ATTX.ENZR.65,ATTX.ENZR.72,ATTX.ENZR.75,ATTX.ENZS.76,ATTX.ENZS.79,ATTX.ENZS.80,ATTX.ENZR.87,ATTX.ENZR.94,ATTX.ENZR.95,ATTX.ENZR.98,ATTX.PRE-CX.111,ATTX.PRE-CX.112,ATTX.PRE-CX.4,ATTX.PRE-CX.5,ATTX.PRE-CX.53,ATTX.PRE-CX.58,ATTX.PRE-CX.62,ATTX.PRE-CX.67,ATTX.PRE-CX.9,ATTX.POST-CX.18,ATTX.POST-CX.44,ATTX.POST-CX.48,ATTX.POST-CX.66,ATTX.POST-CX.86,ATTX.POST-CX.91,ATTX.POST-CX.92,ATTX.POST-CX.99
REACTOME_M_G1_TRANSITION,0.541751308,0.514679967,0.243478553,0.324272817,-0.243157287,-0.135228503,0.218078322,0.45021742,0.654572298,0.269457531,-0.103050765,-0.284904384,-0.551626233,0.071957787,-0.556342354,0.112395927,-0.591580073,-0.236184329,-0.736188398,-0.692960311,-0.195844122,0.290304022,-0.588688877,-0.461913537,-0.639575504,-0.43113308,-0.571541936,-0.608848225,-0.466538654,0.416556133,-0.513878412,-0.405146878,-0.605518755,-0.576119214,-0.164859796,-0.405161095,-0.547637892,0.483335492,0.546487983,0.610029778,0.703762573,0.611579475,0.515067442,0.469195572,0.418936911,0.325045512,0.286026706,0.464448462,-0.2353342,0.536306827,-0.076770755,-0.64353408,0.323048535,0.044255614
REACTOME_MRNA_SPLICING,0.597712167,0.424696217,0.432533162,-0.304650292,-0.037168615,-0.437709435,-0.463131632,0.389774724,0.596582747,0.095167377,0.239420055,-0.088152736,-0.683276385,0.163265452,-0.287144997,0.215147143,-0.684334695,0.179762523,-0.719915916,-0.480431224,-0.056161458,-0.169058237,-0.390775787,-0.110452216,-0.417718337,-0.298698436,-0.167980996,-0.364465586,-0.331567894,0.127182084,-0.497190947,-0.286694677,-0.473381747,-0.702434553,0.266646707,-0.226271199,-0.498751273,0.335374998,0.569624,0.455098369,0.452326982,0.590048913,-0.042378534,0.498128141,0.320938474,-0.31287396,0.267010097,0.487440789,-0.588639198,0.486517982,0.251911915,-0.733232122,0.500634584,0.495624677
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0.553999106,0.420651993,0.32641972,0.130912792,-0.202719897,-0.453477946,0.002255336,0.350467134,0.651825934,0.088186211,0.194150971,-0.373629526,-0.692873604,0.199511206,-0.462713553,0.272211718,-0.659012653,0.16600646,-0.735236049,-0.449658913,0.04439918,-0.30379363,-0.440250521,-0.34846868,-0.480240997,-0.245332082,-0.403336097,-0.574388148,-0.412923966,0.158920604,-0.563851855,-0.138147866,-0.464160369,-0.723186099,0.057774814,-0.292541698,-0.557772365,0.43719156,0.589511039,0.469591832,0.559471562,0.507711842,0.293789153,0.499621156,0.272986381,0.149003738,0.317350446,0.381042968,-0.62515231,0.419589867,0.125678255,-0.756633386,0.380720651,0.431401404
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,0.639208867,0.65434628,0.42457716,0.69978571,0.438303199,0.437481012,0.691994141,0.594683647,0.697074021,0.458297347,0.572641412,-0.026912109,-0.627951324,0.340191545,-0.562763769,-0.183058641,-0.763238602,-0.502322802,-0.77306105,-0.67043754,-0.366211693,-0.114384446,-0.776411797,-0.738713433,-0.724123805,-0.702845116,-0.765080299,-0.699594378,-0.692184771,0.439411327,-0.483998702,-0.581001182,-0.77795423,-0.669900363,-0.371312744,-0.646557527,-0.780532537,0.797015893,0.637005863,0.402766243,0.705513383,0.065124034,0.668731449,0.634028238,0.639305272,0.680458978,0.796787531,0.533540848,-0.1038172,0.487819343,0.377464152,-0.594243363,0.492125245,-0.150227512
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.529111362,0.401859469,0.313525349,-0.106542658,-0.287783582,-0.443885314,-0.355331421,0.503888455,0.519103558,0.190222853,0.170327987,0.108665869,-0.699669057,-0.067211176,-0.273832253,0.400870266,-0.693766136,-0.10238226,-0.750947341,-0.538292905,-0.122506717,-0.331762858,-0.367783578,-0.060353762,-0.330873806,-0.276697978,-0.279658768,-0.284705904,-0.359473173,-0.030866638,-0.557528708,-0.213866057,-0.297137892,-0.69960232,0.390895937,-0.130405269,-0.39640295,0.407460908,0.529114344,0.400016252,0.423428923,0.615786942,0.135741024,0.171231883,0.31024294,-0.133435287,0.299700838,0.449166183,-0.635723692,0.472121413,0.233047994,-0.722228368,0.396778817,0.47456501
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.792481203,0.427302481,0.673536389,0.17371893,0.268561821,0.238272592,-0.525025272,0.582118937,0.848721805,0.08512393,0.67112782,0.117258982,-0.57075188,0.380962767,-0.306140742,-0.52564172,-0.750006576,-0.252667103,-0.789172932,-0.788302659,-0.476745646,-0.540413461,-0.620027375,-0.628424943,-0.807239223,-0.740960426,-0.663923031,-0.694975767,0.012275745,0.111352299,-0.7060401,-0.683596193,-0.77191408,-0.676691729,-0.123861932,-0.164968975,-0.752651179,0.609390521,0.685491883,0.621677182,0.749146059,0.681991386,-0.169548812,0.446175803,0.693626046,0.115378089,0.663408521,0.645739348,-0.429215166,0.646491228,0.537652563,-0.744135338,0.704736842,0.386441919
REACTOME_G1_S_TRANSITION,0.577411683,0.549799841,0.148764103,0.394136988,-0.209079044,-0.024304707,0.218014357,0.481840504,0.635075445,0.279010772,-0.023766605,-0.281129296,-0.549151984,0.06975115,-0.543037768,0.050888091,-0.596920489,-0.280883276,-0.713017316,-0.70247322,-0.221410956,0.259856923,-0.606796086,-0.475293608,-0.629392867,-0.413687163,-0.536629051,-0.580119312,-0.405490072,0.384243932,-0.488946267,-0.419492592,-0.59381797,-0.611430197,-0.047714326,-0.38673847,-0.530846319,0.495002303,0.505166946,0.561556928,0.670546585,0.578315374,0.520200699,0.488878746,0.41183414,0.232174102,0.299527182,0.473907988,-0.129131638,0.498660235,-0.045752063,-0.621055352,0.269533189,0.118076265
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.514994845,0.291127671,0.439497313,0.184311969,0.029186122,0.229058741,-0.316564144,0.535997953,0.709848197,0.347409051,0.473990241,0.31368581,-0.586086795,-0.561881473,0.013376478,0.421655605,-0.585068462,0.151230119,-0.738983465,-0.485850242,0.262003322,-0.371648626,-0.378815228,0.099550506,-0.372340208,-0.373621667,-0.347512712,-0.452293036,-0.100536527,-0.035244315,-0.625367346,0.148781676,-0.618669796,-0.733769433,0.188660209,0.328143938,-0.39670562,-0.181487585,0.571151372,0.297770637,0.585967958,0.462132042,0.343543553,0.04323758,-0.385807482,-0.530508633,0.006726035,0.191653665,-0.650534922,0.331994543,-0.179622927,-0.698683863,0.178817517,0.486415915
REACTOME_TRANSCRIPTION,0.415401315,0.246772845,0.36610067,-0.236836877,-0.034108071,-0.420264398,-0.288885972,0.36882212,0.462535959,0.167459957,0.039635452,0.036799103,-0.631748726,-0.047086325,-0.023512086,0.342096885,-0.565526587,-0.037204142,-0.656843296,-0.428195966,-0.030678212,-0.116096331,-0.221508893,0.15937269,-0.173315715,-0.221203371,-0.09064297,-0.237659138,-0.164970863,-0.058678601,-0.42501571,-0.201149133,-0.335303093,-0.717184865,0.160780187,-0.018105039,-0.30566121,0.117981239,0.471036294,0.408201285,0.403484613,0.505910809,-0.018668947,0.255911519,0.160960866,-0.239096092,0.184001256,0.349802502,-0.590319504,0.419160141,0.300597338,-0.697176194,0.36886647,0.344615698
REACTOME_POL_SWITCHING,0.700358734,0.664402446,0.102479293,0.448904291,-0.200615571,0.524630255,0.090184401,0.53146352,0.728776945,0.25,-0.110430131,-0.56842363,-0.727466413,0.535555746,-0.732111141,-0.476146766,-0.613521021,-0.511994803,-0.838165935,-0.750237895,-0.370803858,-0.155111829,-0.646243465,-0.744013352,-0.822323278,-0.658011467,-0.61558788,-0.799253753,-0.597982903,0.563672254,-0.739399792,-0.786621081,-0.776600818,-0.630777662,0.28869497,-0.651954243,-0.792631244,0.732727467,0.771856828,0.718495654,0.749229512,0.780415878,0.629077385,0.601161901,0.673903981,0.583131101,0.462487304,0.774850099,0.248026988,0.467340084,0.394575897,-0.734835572,0.645628634,0.445858764
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0.503665152,0.500959698,0.293549385,0.202985663,-0.052529014,-0.247227436,-0.078098901,0.388805867,0.545808402,0.388683934,-0.011161533,-0.183194945,-0.701100854,0.022655519,-0.347894424,0.290718503,-0.557634702,-0.042058752,-0.671282948,-0.445305196,0.239566546,-0.202581943,-0.349952519,-0.141717099,-0.302590975,-0.380431002,-0.182598429,-0.407648835,-0.335382742,0.005934983,-0.509214592,-0.27485654,-0.55975297,-0.659907192,0.111284359,-0.270212292,-0.389492563,0.3656634,0.456460438,0.325035775,0.4585457,0.51208127,0.314789747,0.347521646,0.050159653,-0.032075713,0.326856689,0.338135196,-0.497738921,0.345113373,0.141333602,-0.742941866,0.316400783,0.186555839
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY,0.527770741,0.418087211,0.060838176,0.243337404,0.483111284,-0.253415156,0.225349339,0.322137479,0.114332846,0.530738578,0.050791291,-0.235006641,-0.425588379,0.179452366,-0.308266333,0.238607394,-0.337987182,-0.664425242,-0.649507531,-0.336277981,-0.611179218,-0.078118343,-0.599712743,-0.342871222,-0.372060538,-0.535458303,-0.633920618,-0.545223143,-0.266725975,0.438412458,-0.578945139,-0.473286231,-0.40989522,-0.666226011,0.416315039,-0.674914056,-0.474109832,0.482682071,0.332282131,-0.021423804,0.405999654,0.507977379,0.145211397,0.434283521,0.599173697,0.139186172,0.367288295,0.511855537,-0.530197899,0.324862083,0.069291604,-0.593491824,0.558033909,0.295375866
REACTOME_AXON_GUIDANCE,-0.165764417,-0.327112184,0.184260525,-0.393574064,0.08314017,-0.162364507,-0.441601203,-0.062485115,-0.08526432,0.146966391,-0.152421381,0.158729973,0.124934199,-0.026937832,0.226777385,-0.107671752,0.067628046,0.264067307,-0.231987696,0.142769432,0.029546981,0.024137507,0.37816848,0.302484299,0.264731362,0.090315686,0.086371509,0.199743348,-0.02686914,-0.264042554,-0.046019421,0.202785818,0.352145042,-0.486854951,-0.105926629,0.364012674,0.118281346,-0.333176141,-0.243333025,0.020715998,-0.140361345,0.031375612,-0.371394443,-0.150225509,-0.19295279,-0.425426763,-0.316509262,0.091612372,-0.428416071,-0.154963637,-0.090067065,-0.311349168,0.103233451,0.277109923
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S,0.124403281,-0.322172424,0.485215663,-0.398911128,-0.141517245,-0.604013115,-0.551935326,-0.338325531,0.195573879,-0.134269993,-0.365427396,0.164160811,-0.206325231,-0.2117676,-0.042937119,0.346090115,0.038197157,0.270369172,-0.437642396,0.147389777,0.4827632,0.433708383,0.388699069,0.465183172,0.275746565,-0.263336349,0.091477799,-0.240697199,0.468793916,-0.083874454,0.031718398,0.236697291,0.242763804,-0.660573604,0.232387232,0.100091292,-0.10092566,-0.268929532,0.4673611,0.10804008,-0.104948858,0.290308412,-0.230924645,0.235895919,0.120247534,-0.30034145,-0.495687147,-0.381411462,-0.725667625,-0.157132251,-0.286241186,-0.660100476,-0.034117488,0.180103706
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1,-0.119250272,-0.122411634,0.266962052,-0.15415523,0.146335667,-0.227820282,-0.183870769,0.069755886,-0.149402986,0.352301225,-0.173245108,0.182507854,0.015712853,0.243535177,0.288943487,0.257444014,-0.257113666,-0.23907242,-0.391816998,0.229382108,0.107933072,-0.082060454,0.287477017,0.255641988,0.171355181,0.242416466,0.09785683,0.257023942,-0.009817656,-0.261292159,0.257068436,0.29522704,0.05556152,-0.4610839,-0.184361257,0.377113654,0.21913178,-0.257276886,-0.244271005,-0.315517604,-0.354565687,-0.161151921,-0.292504976,-0.205440742,-0.404169752,-0.345266064,-0.160144254,-0.055922825,-0.292649585,0.031358521,0.081347859,-0.304430481,-0.015740909,0.069608187
REACTOME_PERK_REGULATED_GENE_EXPRESSION,0.515715353,-0.00630059,-0.073661926,-0.110066019,-0.382040019,-0.538736628,-0.0199761,0.057763217,0.551409809,0.079280511,-0.241699066,0.150762617,-0.086424412,0.25825131,0.081638416,0.14363058,-0.096992855,-0.356664452,-0.518582286,-0.462439559,-0.198639502,0.309643587,-0.11788173,0.104193679,-0.262883583,-0.26708356,-0.397563556,-0.389094169,0.013469015,0.150125445,-0.0997107,-0.132244,-0.025758615,-0.480196043,0.096104692,-0.398432918,-0.114180268,0.101561264,0.22903832,0.467942725,0.407178658,0.169760531,-0.126944785,0.183393046,0.305373447,-0.137161171,-0.110408533,0.223436092,-0.532878247,0.312959953,0.172637846,-0.640981395,-0.216024966,0.084504381
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,-0.088092102,-0.175695492,-0.004579148,0.067148654,-0.046021897,0.067678181,0.030012751,-0.134544034,0.012225732,-0.219183,-0.014697744,0.105833186,0.352137016,-0.068429131,0.030953528,-0.176721269,0.22327811,-0.03728154,0.176156513,0.019860173,-0.264238063,-0.085890997,-0.093149288,-0.093057054,-0.222574248,0.139522675,-0.158391358,-0.182378231,-0.143401091,-0.155381884,0.09075187,0.035966225,0.173855626,0.078469933,-0.094106784,-0.027153445,-0.141944097,0.053703126,-0.001669645,0.065432832,0.009919365,-0.042513661,0.035379107,0.064132658,0.033688686,0.136607062,-0.192711463,0.068428083,0.053093887,-0.133475715,-0.031327413,0.128188173,0.045752922,-0.15884738
REACTOME_P2Y_RECEPTORS,0.213909955,0.065122865,-0.163330252,0.371424377,-0.038572201,0.308442657,0.162860799,-0.410551842,0.222830285,0.198433234,0.202714427,0.132094407,0.079294641,-0.049223978,-0.05683277,-0.190516998,0.187892715,-0.352089902,0.122586155,-0.059668836,-0.54866378,0.122231023,0.186073823,0.011098417,-0.145621564,-0.351295382,-0.015589754,-0.380446738,-0.014570156,-0.212899355,0.013763679,0.229159596,0.448711443,0.250440263,0.319842057,0.12568581,-0.068016146,0.112364234,0.250415996,0.100520157,0.242558054,-0.035389427,0.272345102,0.155236719,0.05810808,0.413731411,-0.066653566,0.217217628,0.37476183,-0.415941766,-0.445544911,0.3887173,-0.266786252,-0.643503258
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,0.155899769,-0.146303404,0.124085017,-0.373176356,-0.015756937,-0.075389893,-0.368386168,0.016683572,0.315701006,0.136300952,-0.022244045,0.360550328,-0.204489253,-0.162370519,0.105792438,-0.053840692,-0.31836085,0.032691328,-0.205386881,0.039027898,0.094061076,0.012904308,0.366395317,0.243016276,0.022288032,-0.152164609,0.208061066,-0.065947972,-0.024794657,-0.341895698,-0.065078173,-0.119711119,-0.002901915,-0.355891455,0.123223408,0.202473078,0.25783712,-0.222326063,0.210288004,0.317963629,0.171048683,0.195604134,-0.344165813,0.298918718,0.046017475,-0.01549681,-0.338118801,-0.018063627,-0.360767199,0.202795677,0.053492461,-0.393250293,-0.202437483,-0.024408942
REACTOME_NCAM1_INTERACTIONS,-0.116638283,-0.42641518,-0.18776462,-0.07996811,0.307416896,0.017784263,-0.167914895,-0.453349682,-0.083945947,-0.334801506,0.047034647,-0.060650676,0.509329633,0.02603237,0.073851034,-0.192710034,0.174957046,0.21386659,0.338616765,0.371968181,-0.003477714,-0.059108932,0.303877722,0.020555876,0.237642308,0.321567222,0.022969693,0.29098202,0.151781252,-0.199020252,0.076550873,0.184013039,0.260423332,-0.27484929,-0.122917109,0.195735751,-0.039033146,-0.306956268,-0.471750428,-0.223575645,-0.399966614,-0.326423064,-0.286719039,-0.428709252,-0.316862871,-0.301788007,-0.194683646,-0.063168569,-0.261615473,-0.359786033,-0.02530092,0.007746779,0.122999383,0.097311618
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,-0.176041273,-0.0881872,-0.182484323,0.23051097,0.018684439,-0.162138756,-0.172728342,-0.022908103,-0.233387424,-0.098090124,-0.231683485,-0.302759293,0.47755229,0.301226909,0.340439773,-0.212112556,0.525792427,0.32096251,0.375369414,-0.193361591,0.068178354,-0.11438831,0.053321724,0.496451421,0.1573619,0.112121666,-0.125779465,-0.053177427,-0.095644499,0.595644038,0.291355065,0.23955076,0.334538579,0.084285636,-0.592196662,0.040406918,0.119000774,-0.111830539,-0.422532395,-0.142694798,-0.493500218,-0.264328515,-0.008635514,-0.446978709,-0.190116638,0.262917899,-0.215071442,-0.172353001,-0.117456582,-0.384471635,0.149067979,0.381647362,0.290028285,0.115750848
REACTOME_REGULATION_OF_INSULIN_SECRETION,-0.076656163,-0.097898828,0.167026025,-0.048615588,0.05643005,-0.220986328,-0.168442621,0.047091784,-0.096538433,0.174698008,-0.193726672,0.302727008,-0.000596162,0.175908887,0.113164344,0.323928662,-0.104230475,-0.126759691,-0.335812447,0.145348213,0.016100809,0.098659251,0.188090818,0.238516818,0.145392016,0.089855356,-0.038405565,0.140126921,-0.138071014,-0.311069035,0.152094212,0.244477436,0.119576334,-0.376254149,-0.189543799,0.196892032,0.053268444,-0.120904822,-0.194426949,-0.229191106,-0.229537974,-0.142558238,-0.138729076,-0.055197539,-0.202901815,-0.255821741,-0.198575824,-0.039520044,-0.280755854,-0.086943413,0.003663466,-0.287503458,0.016910439,0.16291955
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,-0.077886118,-0.303165344,-0.002252573,-0.357922911,0.244930963,-0.073804575,-0.397108981,-0.333582907,-0.113453347,-0.101112283,-0.114226344,0.051624022,0.259125867,0.116896895,0.092906857,-0.096477826,0.103756366,0.21368966,0.009274018,0.279917105,0.057632033,-0.087872716,0.300771755,0.141167442,0.234645174,0.199676449,0.117199879,0.304622837,0.062260273,-0.270163884,0.122930535,0.177934098,0.244369332,-0.453802056,-0.100204489,0.26312421,0.031213296,-0.332631264,-0.374344804,-0.069749772,-0.335846811,-0.122531361,-0.348931665,-0.182134546,-0.220510492,-0.419021617,-0.304120065,0.074236457,-0.349085361,-0.268817604,-0.077078508,-0.233119303,0.203744929,0.214137749
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE,-0.239368373,0.038341794,0.290712711,0.343113302,0.37382022,-0.023551487,-0.192082505,0.171528856,-0.271759491,0.397629008,-0.007999125,0.318273367,-0.232333093,0.362232737,-0.154805975,0.409991546,-0.086419591,-0.219398778,-0.430027094,0.157845415,0.12654939,-0.367873317,0.046940388,0.373526178,0.219795136,0.177983364,0.058990292,0.183743278,-0.252238817,-0.481339231,0.12309355,0.312808953,0.006784247,-0.364857154,-0.361019627,0.218131629,0.024708676,-0.186207228,-0.37850519,-0.203000391,-0.287844029,-0.460870006,-0.322142822,-0.234984778,-0.304176293,-0.121108424,-0.001934578,0.119751527,-0.268001109,0.150606864,0.391694544,-0.167045333,0.183314438,0.123340139
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,0.298843695,-0.219356134,-0.002172061,0.412564361,-0.174467268,0.288788051,0.024100674,-0.285777112,0.028642099,0.3206024,0.040236313,-0.062543054,0.101422669,-0.189223251,-0.01043843,-0.26377151,-0.049400843,-0.343218181,0.056022524,-0.044484565,-0.468564098,-0.301779956,0.333497473,0.202656985,-0.029642976,-0.335926206,-0.279431842,-0.29466758,-0.10375529,-0.264155071,-0.266140972,-0.061954816,0.270443204,0.297164234,0.164706225,-0.057580975,-0.239741773,0.254868522,0.103603624,0.18130156,0.185331443,0.160286885,0.340085059,0.231980104,0.119090726,0.314014205,0.141426206,0.179379705,0.352523767,-0.265923604,-0.169449551,0.30236761,-0.092786025,-0.378759147
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA,0.106606301,-0.460327587,0.095808856,-0.45725716,-0.168817933,-0.714136907,-0.347944689,-0.074441596,-0.270304269,0.145085444,-0.45368343,0.341083669,0.299518068,0.471732569,0.437643624,0.340883488,0.231177197,-0.494551296,-0.301768964,0.227326112,0.060241841,0.673171081,0.390185806,0.462902042,0.508287919,0.183538101,-0.013868849,-0.160347764,0.363617014,0.330429743,0.357714983,0.234589251,0.398602477,-0.587612205,0.210411879,-0.104900132,0.247460055,-0.338016899,-0.163325624,-0.302590687,-0.372858989,-0.277732225,-0.525505675,-0.138311265,0.257849033,-0.590188947,-0.539356243,-0.332654642,-0.642238786,-0.237598168,0.082529876,-0.676405121,-0.421003017,0.039349161
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT,0.542527284,0.142718485,0.473783209,-0.369180806,0.191215551,-0.513651515,-0.554944707,0.484360856,0.651225222,0.127609955,0.151848399,0.283304465,-0.697791403,0.411438746,-0.17001236,0.081771848,-0.690832726,-0.005199747,-0.67683863,-0.47901885,-0.189545711,-0.427945477,-0.293646715,-0.249220504,-0.190502281,-0.478860409,-0.267859469,-0.060234569,-0.175041512,0.066459295,-0.575531627,-0.544726836,-0.293511548,-0.694739797,0.346595559,0.1102513,-0.484862845,-0.005576812,0.482212387,0.452964784,0.385838253,0.646668007,-0.374675573,0.270831982,0.409535356,-0.347658501,0.039819302,0.583465688,-0.607794119,0.60510033,0.439746605,-0.705914578,0.53326841,0.601109543
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,-0.186521496,0.058595462,-0.17843442,-0.391466418,0.107303096,0.198979413,-0.016511934,-0.144541166,0.14648972,-0.011367805,0.394829653,0.057499879,0.297368817,-0.028394221,-0.461674229,0.05712571,-0.027420351,0.194373822,0.145954672,0.075864984,-0.393691998,-0.40818515,-0.390631347,-0.028134359,-0.030155448,-0.052485348,-0.425070388,-0.059988729,-0.178995258,-0.109518064,0.271166442,-0.315206281,0.191369705,0.119507732,-0.207040181,-0.307983814,-0.191279485,0.23446993,0.37930728,0.278550654,0.317202582,0.031316243,0.097287958,0.221306474,0.407120678,0.356478906,-0.242928007,-0.124096001,0.181818182,0.438702179,-0.194299832,-0.448691372,0.09234319,-0.133409109
REACTOME_ACTIVATION_OF_GENES_BY_ATF4,0.53085406,0.054741826,-0.177322691,-0.114316081,-0.407585274,-0.55367769,0.006242018,0.069172124,0.586116338,0.036610493,-0.235156676,0.063137909,-0.093346489,0.286695472,0.089160065,0.0951181,-0.175786808,-0.402292004,-0.555478365,-0.442836981,-0.217030432,0.258286281,-0.08220802,0.071466348,-0.246777809,-0.283809522,-0.408776062,-0.370597737,0.016366962,0.218810343,-0.186787833,-0.093112649,-0.145851738,-0.442088473,0.062867181,-0.390143987,-0.170584154,0.215807441,0.241786174,0.506047342,0.450424144,0.148570017,-0.116419626,0.198380144,0.304053552,-0.065480579,-0.024562046,0.239010781,-0.505274444,0.336067436,0.23486762,-0.626292599,-0.165955908,0.092033079
REACTOME_UNFOLDED_PROTEIN_RESPONSE,0.313996018,-0.251402612,0.278013995,-0.353179225,-0.186613871,-0.566765912,-0.438915756,-0.17662278,0.325683548,-0.057808828,-0.317309605,0.195139405,-0.201202169,-0.047541785,0.037747899,0.250453976,-0.022412521,0.103904499,-0.47833395,-0.075328685,0.245589407,0.420157951,0.204154677,0.357462874,0.066545602,-0.212556051,-0.076710292,-0.317452549,0.324376793,0.039588556,-0.032532628,0.13451771,0.159795163,-0.613510428,0.224711885,-0.086193101,-0.088666878,-0.181123432,0.391765377,0.269252438,0.094593488,0.206087286,-0.202508197,0.217778185,0.187340742,-0.299949565,-0.390696778,-0.200194576,-0.651213586,0.025493126,-0.096478268,-0.646007184,-0.1121376,0.175046673
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,-0.150336892,-0.074971528,0.050845149,-0.073710499,0.122931857,-0.072946842,0.036661889,-0.080023649,-0.172194113,0.048142523,-0.100754682,0.138692256,0.307285642,-0.033655421,0.033583559,0.109323471,0.256832217,0.008913146,-0.015906434,0.25575205,-0.058850144,0.035448287,0.187939403,-0.010633637,-0.115345031,0.332509103,-0.120777747,0.013743085,-0.056419599,-0.12617514,0.067564786,0.17941736,0.206613744,-0.083896728,-0.429803415,0.326643819,0.028356768,-0.015340824,-0.177215698,-0.207569753,-0.105965523,-0.223088348,-0.090115341,-0.155290858,0.045444052,-0.093815561,-0.087232803,-0.147987866,0.055501946,-0.23086469,-0.017124682,0.239472753,0.024841722,-0.07330049
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,-0.223117783,0.096838298,0.049256304,0.152897374,0.172923711,-0.27033094,0.115746378,-0.03797169,-0.029124088,0.197608304,-0.201603781,0.232757731,0.079053674,0.248968616,0.024579926,0.269737315,0.009994495,-0.127308518,-0.078989539,0.145730664,0.2281261,0.083172746,0.043806993,-0.018104018,-0.070014721,0.289761689,0.140150828,-0.118659606,-0.02968014,-0.017081099,0.248525208,0.349308375,-0.00187289,-0.098069331,-0.415952848,0.127414601,0.034594623,-0.078939066,-0.088418807,-0.108835273,-0.261524,-0.345278599,-0.13634462,-0.090041299,-0.196706021,-0.105158909,-0.092965529,-0.155724635,-0.138019465,-0.236030373,-0.142180256,0.013887203,0.009044051,-0.050191741
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,-0.264776952,-0.046292365,0.310724997,-0.392338839,-0.390830941,-0.48581973,-0.191130523,0.287631803,-0.275765855,-0.082288742,-0.389546632,0.146807456,0.276674841,0.032333199,0.261160425,0.458288853,-0.036626814,-0.031013033,-0.196622813,0.129485907,-0.124930777,0.030507438,0.311917746,0.322231602,0.527607208,0.246303491,-0.137821607,0.046196219,-0.528378331,-0.440283591,-0.260072216,0.119791269,0.610929637,-0.165639457,-0.135757517,0.285197964,0.090451097,-0.280538904,-0.117873324,0.147717519,-0.411671595,0.092191367,-0.573503869,-0.120952968,-0.108198479,-0.305625945,-0.244729891,0.367511144,-0.197976643,0.058388181,0.046907348,-0.19663211,0.248903514,-0.134373665
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS,-0.177274619,-0.13940349,0.25801449,-0.390925436,0.011538084,-0.117460473,-0.472109367,0.067036573,-0.085464992,0.254659591,0.091057111,0.119224308,0.024576584,0.104685154,0.223056772,0.072677575,0.052263695,0.103751896,-0.30860582,0.155897316,0.231651376,-0.01127479,0.286766835,0.335471193,0.123909177,0.169333751,0.249977649,0.294714982,0.177443057,-0.258342201,0.137873355,0.193358837,0.178225817,-0.509846704,0.081742085,0.294670088,0.061037365,-0.360138477,-0.281656055,-0.152526933,-0.386828567,-0.093727916,-0.42821916,-0.184973194,-0.285007455,-0.376922869,-0.286309345,0.071544428,-0.374815092,0.06233043,0.071208161,-0.432887512,0.039101355,0.327465494
